epoch,acc,loss,val_acc,val_loss
0,0.16396233974358973,2.288451986435132,0.14398036858974358,1.9531409190251277
1,0.17658253205128205,1.9555150423294458,0.16065705128205129,2.0778490641178231
2,0.18549679487179488,1.9321413712623792,0.14443108974358973,2.29643037991646
3,0.20417668269230768,1.9092026062500782,0.1539463141025641,2.5415775775909424
4,0.21709735576923078,1.902757241175725,0.15094150641025642,2.7600245108971229
5,0.21930088141025642,1.8912078081033168,0.15279447115384615,3.0865484139858146
6,0.22786458333333334,1.8764157723157833,0.16531450320512819,3.1822640467912722
7,0.24564302884615385,1.8530001793152246,0.15950520833333334,3.2236718275608163
8,0.25691105769230771,1.8393768622325017,0.18279246794871795,3.1740663173871164
9,0.26587540064102566,1.8241970263994658,0.17437900641025642,3.0699639809437289
10,0.27338741987179488,1.8056545349267812,0.19946915064102563,2.9410249758989382
11,0.28190104166666669,1.7935880330892711,0.19365985576923078,2.7579665122888026
12,0.29442107371794873,1.7760490423593767,0.20888421474358973,2.4826648174188075
13,0.29647435897435898,1.7666936501478538,0.2327724358974359,2.213379224141439
14,0.30603966346153844,1.7533685733110478,0.26978165064102566,2.004604403789227
15,0.314453125,1.7419425463065124,0.29086538461538464,1.8754218419392903
16,0.31825921474358976,1.7368881427324736,0.30859375,1.8126809260784051
17,0.32411858974358976,1.717305220090426,0.31455328525641024,1.7879453805776744
18,0.33052884615384615,1.7013751757450593,0.32822516025641024,1.7624662044720771
19,0.33708934294871795,1.6915970918459771,0.33804086538461536,1.7519648594733996
20,0.34229767628205127,1.6843350330988567,0.33213141025641024,1.7465724303172185
21,0.34855769230769229,1.6694091680722358,0.34780649038461536,1.7215350744051812
22,0.36258012820512819,1.6508844754634759,0.34645432692307693,1.7417244758361425
23,0.35196314102564102,1.6603858012419481,0.36288060897435898,1.6772293799962752
24,0.37139423076923078,1.6267607823396339,0.35406650641025639,1.7035391330718994
25,0.36989182692307693,1.6250863869984944,0.37394831730769229,1.6569613371139917
26,0.36758814102564102,1.6250248138721173,0.35942508012820512,1.7176438264357738
27,0.37374799679487181,1.6072649222153883,0.36909054487179488,1.6893779131082387
28,0.38201121794871795,1.6011502926166241,0.3831630608974359,1.6329033772150676
29,0.38787059294871795,1.5810290147096684,0.37114383012820512,1.6788800588020911
30,0.388671875,1.583008090655009,0.37029246794871795,1.6767364129042015
31,0.39548277243589741,1.5703064845158503,0.38536658653846156,1.6359126904071906
32,0.39898838141025639,1.5585979651182125,0.388671875,1.6264989437201085
33,0.39983974358974361,1.5517947368132763,0.37895633012820512,1.6395073334376018
34,0.40479767628205127,1.5434454526656713,0.39107572115384615,1.618233928313622
35,0.41150841346153844,1.532159679975265,0.38972355769230771,1.6477966491992657
36,0.41646634615384615,1.5223086522175715,0.40569911858974361,1.5974751313527424
37,0.41316105769230771,1.5156445656067286,0.39012419871794873,1.628618298432766
38,0.41531450320512819,1.5137916344862719,0.40434695512820512,1.5838038921356201
39,0.42287660256410259,1.4982898724384797,0.41055689102564102,1.5918736243859315
40,0.42563100961538464,1.4912945460050533,0.40870392628205127,1.5894855474814391
41,0.43118990384615385,1.476558153445904,0.41341145833333331,1.5912516789558606
42,0.43514623397435898,1.4637965452976716,0.40479767628205127,1.5968398711620233
43,0.43449519230769229,1.4628184575300951,0.40975560897435898,1.5807761626365857
44,0.443359375,1.4554159916364229,0.40234375,1.6119563243327997
45,0.4469150641025641,1.4443763708456969,0.41691706730769229,1.5752579585099831
46,0.44981971153846156,1.4382089498715522,0.4234775641025641,1.5596555593686225
47,0.4476161858974359,1.4341704998260889,0.40314503205128205,1.5916205461208637
48,0.44936899038461536,1.4244030438936675,0.41546474358974361,1.5545966075016902
49,0.45357572115384615,1.4166540549351618,0.42668269230769229,1.5600680632468982
50,0.45723157051282054,1.4090521671833136,0.42818509615384615,1.5785784813073964
51,0.46629607371794873,1.3873466681211422,0.41541466346153844,1.5620443026224773
52,0.45938501602564102,1.3975348778260059,0.43068910256410259,1.5461425567284608
53,0.46819911858974361,1.3865644106498132,0.4300380608974359,1.5456640414702587
54,0.47155448717948717,1.3791580658692579,0.43489583333333331,1.5339666727261665
55,0.47480969551282054,1.3713047626690986,0.42878605769230771,1.5530244570512037
56,0.47375801282051283,1.3691288079970922,0.41796875,1.5574751114233947
57,0.48417467948717946,1.3501305427306738,0.43194110576923078,1.5400461569810524
58,0.48182091346153844,1.3543186126611171,0.43825120192307693,1.5242781669665606
59,0.48963341346153844,1.3310626745223999,0.42518028846153844,1.5322423439759474
60,0.48527644230769229,1.3328939340053461,0.44446113782051283,1.5501111440169506
61,0.48527644230769229,1.3362759382296832,0.43269230769230771,1.5348487297693889
62,0.4937900641025641,1.3251199661157069,0.44906850961538464,1.5154227507420075
63,0.49088541666666669,1.3249740539452968,0.44686498397435898,1.5412345880117171
64,0.49389022435897434,1.3105393189650316,0.43008814102564102,1.5659801165262859
65,0.50080128205128205,1.3047797435369246,0.43359375,1.5335827760207348
66,0.49654447115384615,1.3084107331740551,0.45582932692307693,1.5222331499442077
67,0.50966546474358976,1.2775242481476221,0.42858573717948717,1.5520293987714326
68,0.50525841346153844,1.2890900709690192,0.45132211538461536,1.5156246362588344
69,0.50605969551282048,1.290277361869812,0.45212339743589741,1.5069848390725942
70,0.50806290064102566,1.2789809581560967,0.45497796474358976,1.5099455087612836
71,0.5113681891025641,1.2800175501750066,0.46133814102564102,1.4834880828857422
72,0.51933092948717952,1.2617140794411683,0.44486177884615385,1.5198910603156457
73,0.51377203525641024,1.2658274785066261,0.42412860576923078,1.5879882023884699
74,0.51126802884615385,1.2612304595800548,0.45557892628205127,1.5170379632558577
75,0.52038261217948723,1.2545081988359108,0.45768229166666669,1.515960965401087
76,0.52383814102564108,1.2412766065353003,0.43634815705128205,1.5376780797273686
77,0.52468950320512819,1.2346350871599638,0.44225761217948717,1.5574475251711333
78,0.52939703525641024,1.234421513019464,0.46394230769230771,1.5047260859073737
79,0.5296474358974359,1.2200084832998424,0.45567908653846156,1.5470664898554485
80,0.52453926282051277,1.2359735476665008,0.46549479166666669,1.4987274408340454
81,0.52463942307692313,1.2304857633052728,0.45708133012820512,1.5099434608068221
82,0.52924679487179482,1.2158411802389684,0.44591346153846156,1.5225445826848347
83,0.533203125,1.2213210601073046,0.46088741987179488,1.4886695024294732
84,0.53119991987179482,1.2138861631735778,0.4651943108974359,1.5021017361909916
85,0.537109375,1.2068630976554675,0.44576322115384615,1.5262972269302759
86,0.5406650641025641,1.1972046601466644,0.46178886217948717,1.5073633621900508
87,0.54021434294871795,1.1935697793960571,0.42387820512820512,1.5974917167272322
88,0.54006410256410253,1.1982423984087431,0.46734775641025639,1.4861008540177956
89,0.54131610576923073,1.1951903624412341,0.46975160256410259,1.48353216281304
90,0.54121594551282048,1.1889550808148506,0.47395833333333331,1.4959871402153602
91,0.54512219551282048,1.1769931316375732,0.47666266025641024,1.4909536807965009
92,0.54392027243589747,1.1809829809726813,0.46419270833333331,1.5309799970724645
93,0.55288461538461542,1.1691652964322994,0.46659655448717946,1.4965074306879289
94,0.55323517628205132,1.1633026936115363,0.47320713141025639,1.4999810640628521
95,0.55403645833333337,1.1647089750338824,0.46940104166666669,1.4871678841419709
96,0.55809294871794868,1.1567581341816828,0.46594551282051283,1.5479229474679017
97,0.55388621794871795,1.1626630807534242,0.48182091346153844,1.4903745681811602
98,0.55288461538461542,1.150910307199527,0.47290665064102566,1.4894531384492531
99,0.56124799679487181,1.1508770325245001,0.48532652243589741,1.4895376150424664
100,0.56415264423076927,1.1384487610596876,0.48031850961538464,1.5387718280156453
101,0.56189903846153844,1.141807388036679,0.48527644230769229,1.484033037454654
102,0.56695713141025639,1.1354262951092842,0.47741386217948717,1.5255048580658741
103,0.56830929487179482,1.1268514669858491,0.4879306891025641,1.4865591770563371
104,0.56745793269230771,1.1268433301876752,0.48497596153846156,1.4725579818089802
105,0.56720753205128205,1.1275845399269691,0.46309094551282054,1.5787689074491844
106,0.57396834935897434,1.1230630446703007,0.4827724358974359,1.4922985847179706
107,0.58032852564102566,1.1121488962417994,0.49008413461538464,1.4837394035779512
108,0.57967748397435892,1.1056155791649451,0.46359174679487181,1.5347513541197166
109,0.58298277243589747,1.0941869020462036,0.48572716346153844,1.5055577388176551
110,0.5738681891025641,1.1004579617426946,0.48157051282051283,1.4720776722981379
111,0.57997796474358976,1.0991080021246886,0.48116987179487181,1.5185272051737859
112,0.57827524038461542,1.1015564264395299,0.48773036858974361,1.5068139388011053
