epoch,acc,loss,val_acc,val_loss
0,0.28720704591671092,1.8229150352605203,0.27717138863528989,1.8520445507512888
1,0.36607453855209732,1.6299470135980194,0.30620065019316745,1.8067862011364211
2,0.39324277249528333,1.5702519346577803,0.32117974918718067,1.7602649132595247
3,0.41389262080251882,1.5272084324076478,0.32280538794167141,1.7297373811311629
4,0.43081056880388602,1.4922161484355445,0.34393869010282568,1.6789064425066689
5,0.44767875805917579,1.4606082081148184,0.34904784034752478,1.68303235314693
6,0.46509429262118263,1.4289865588325645,0.39189503001048298,1.5927139899922258
7,0.47554361351172103,1.3978136765955098,0.37888992119267328,1.5986747402287727
8,0.49012290385669038,1.3668448167837348,0.37494194174001122,1.6548195430084101
9,0.50455291838161198,1.3368153127086704,0.4028100325681418,1.5493763040732185
10,0.5227148331189776,1.3005762124421045,0.35508592679397594,1.6414757989696498
11,0.53848833169855037,1.2695825651652091,0.37645146299172599,1.7194937969217508
12,0.55222172478974185,1.2361295555470364,0.41000928911451845,1.5590414108368502
13,0.56749763654619745,1.2044417517347858,0.42301439845833289,1.5645427545502304
14,0.5829228243614516,1.1720067012509927,0.41813748252707417,1.5486050295486486
15,0.59720356289875498,1.1393942151335619,0.39352066880650038,1.5948351097284115
16,0.61422102785694155,1.1070910306654742,0.40722248044005116,1.5610288137953281
17,0.62805393847884383,1.0762275760669806,0.41128657693869558,1.6020450221069236
18,0.64099119277168171,1.0460722476337396,0.44287041322441917,1.471796311614572
19,0.65552072440023212,1.0150698017123778,0.39537854165295583,1.6546848195129586
20,0.67034880828874033,0.98393488287979103,0.43671620978735459,1.5238663248831983
21,0.68701796298383655,0.94869684742393556,0.43172317715616931,1.5488319278483162
22,0.69776583570280193,0.91976143083341289,0.43845796547708987,1.4912044837537943
23,0.71846544265972478,0.88755317381936505,0.44635392485304981,1.5076341468458445
24,0.72806886586347153,0.8579776175889221,0.43265211319181457,1.5356335601749056
25,0.74344429510318444,0.82617702622102107,0.42754296325164454,1.6048003582416221
26,0.75747624026451943,0.7950664312055219,0.43741291196635307,1.521432822491477
27,0.77344877326192507,0.76447058660020617,0.45181142565432231,1.5527860479912978
28,0.7885754094133568,0.73587058253885473,0.42893636778959054,1.6762911375876752
29,0.80464745977835173,0.70491176627729468,0.45378541578207798,1.5090394655715793
30,0.81519629805575744,0.67296027912099177,0.42196934485070053,1.6921203270990572
31,0.82907896713456708,0.6483873267366429,0.45111472337842817,1.5524523666831875
32,0.84271284259717461,0.62078627534260733,0.4637714815150844,1.5106135929566564
33,0.85754092650940961,0.59087006870286285,0.41546679049716456,1.6425248997963366
34,0.86968204214625466,0.56550318186286785,0.42649790964401219,1.6103310096668078
35,0.87918594798834371,0.53947815324095538,0.44147700889410663,1.6166017165141942
36,0.89177489173040403,0.51363616269483148,0.41744078058339362,1.8665745857423037
37,0.90257252321769077,0.48832811150864275,0.4660938223239936,1.5277984176632198
38,0.91242474010881991,0.46307548299567486,0.43834184854184532,1.6866157629076846
39,0.91934119518250323,0.44229485490710402,0.43114259155251733,1.7558432172411162
40,0.92655620253987114,0.42335863210712787,0.44972131918653796,1.6068040327974877
41,0.94083694091108705,0.39721695690918557,0.41523455629446204,1.7144886136774788
42,0.94506642780132177,0.37658809412295069,0.46144914060927966,1.6283371925796954
43,0.94959446671721226,0.35818888747722361,0.46562935412622197,1.6081625183294166
44,0.95581430057070649,0.3374115873324478,0.47073850416328761,1.5891617033794987
45,0.96178534090587164,0.32011912828886419,0.45854621468119661,1.6050689077576648
46,0.96735831204353773,0.30128110903035576,0.47073850460623895,1.6788290804394777
47,0.97278200707495166,0.28676489629057167,0.45993961921914256,1.6356028571994816
48,0.97497138876449219,0.27169326148846024,0.46899674857044799,1.6199832741072495
49,0.97716077012185787,0.25843526935846689,0.41709242898865295,2.0917072400236152
